Player_ID,Player_Name,Age,Gender,Skill_Level,Sport,City,Neighborhood,Available_Days,Available_Times,Hours_Available,Competitive_Level
ID_10906,فهد الدوسري,20,أنثى,مبتدئ,كرة الطائرة,الطائف,الوسام,السبت,عصرًا,2,احترافي
ID_10907,فاطمة العسيري,30,ذكر,متقدم,كرة الطائرة,المدينة,الدويمة,الثلاثاء,"عصرًا, ليلاً",3,احترافي
ID_10908,ياسر الهاجري,32,ذكر,مبتدئ,سكواش,جدة,الصفا,"الأربعاء, الخميس, الجمعة","ظهرًا, ليلاً",3,تنافسي
ID_10909,راكان الحربي,29,أنثى,متوسط,كرة الطائرة,الرياض,اليرموك,الجمعة,"ظهرًا, مساءً, ليلاً",5,تنافسي
ID_10910,نورة القرشي,31,ذكر,محترف,كرة الطائرة,الخبر,الخبر الشمالية,"الثلاثاء, الخميس, الأربعاء, الاثنين",صباحًا,5,ودي
ID_10911,جواهر السبيعي,42,ذكر,متقدم,تنس,الخبر,الخبر الشمالية,"الاثنين, الأربعاء, السبت, الثلاثاء","مساءً, صباحًا",1,ودي
ID_10912,سالم العنبر,30,ذكر,مبتدئ,تنس,جدة,الفيصلية,"الخميس, السبت, الجمعة","مساءً, ليلاً, عصرًا",2,تنافسي
ID_10913,فاطمة الغامدي,37,ذكر,متوسط,سلة,الطائف,النسيم,"الثلاثاء, الأربعاء, الجمعة",ظهرًا,1,احترافي
ID_10914,سارة القحطاني,22,أنثى,متقدم,كرة القدم,الرياض,الملز,"الثلاثاء, الأحد",صباحًا,2,احترافي
ID_10915,حسن الشمري,22,أنثى,متوسط,بادل,الخبر,الحزام الذهبي,"السبت, الجمعة, الأربعاء","ظهرًا, صباحًا, ليلاً",3,احترافي
ID_10916,راكان السبيعي,31,ذكر,متوسط,تنس طاولة,الخبر,الخزامى,"الأربعاء, الثلاثاء","ليلاً, ظهرًا, عصرًا",3,تنافسي
ID_10917,ناصر الخثعمي,25,أنثى,مبتدئ,كرة القدم,بريدة,المنتزه,الأحد,"عصرًا, مساءً",4,تنافسي
ID_10918,جواهر الشمري,30,ذكر,متوسط,تنس,الطائف,قروى,"الثلاثاء, الاثنين, الأربعاء, الجمعة","عصرًا, ظهرًا, ليلاً",3,احترافي
ID_10919,جواهر القرشي,26,أنثى,متقدم,سلة,المدينة,القصواء,"الاثنين, السبت",ظهرًا,5,ودي
ID_10920,فاطمة الغامدي,21,أنثى,مبتدئ,تنس طاولة,مكة,الزاهر,"الثلاثاء, الأربعاء",ليلاً,5,ودي
ID_10921,ريم الشمراني,19,أنثى,محترف,كرة القدم,مكة,بطحاء قريش,"السبت, الجمعة, الاثنين","صباحًا, ظهرًا, مساءً",2,تنافسي
ID_10922,نورة القرشي,19,أنثى,متوسط,بادل,جدة,السلامة,"الأربعاء, السبت","ليلاً, صباحًا, عصرًا",4,ودي
ID_10923,شهد القرشي,34,أنثى,محترف,سلة,الدمام,الشاطئ,السبت,"عصرًا, ليلاً",4,احترافي
ID_10924,عبدالله المالكي,37,أنثى,متوسط,كرة الطائرة,جدة,الفيصلية,"الأربعاء, الخميس, الجمعة","ليلاً, عصرًا, صباحًا",1,ودي
ID_10925,عبدالرحمن العسيري,36,ذكر,مبتدئ,تنس,الرياض,النخيل,الأربعاء,صباحًا,2,تنافسي
ID_10926,أحمد الهاجري,18,ذكر,محترف,سكواش,بريدة,الريان,"السبت, الأربعاء",ليلاً,2,ودي
ID_10927,ماجد الشمراني,40,ذكر,محترف,سكواش,الرياض,السويدي,"الثلاثاء, الأحد, الأربعاء",صباحًا,3,احترافي
ID_10928,علي العسيري,24,ذكر,مبتدئ,سكواش,الدمام,الخليج,"السبت, الاثنين, الأحد, الثلاثاء","ليلاً, ظهرًا, صباحًا",4,تنافسي
ID_10929,سارة المالكي,21,أنثى,محترف,تنس طاولة,الخبر,الحزام الذهبي,"الخميس, الاثنين, الأحد","مساءً, ظهرًا",5,ودي
ID_10930,عبدالرحمن العتيبي,18,أنثى,محترف,بادل,الخبر,الخزامى,"الخميس, الجمعة","عصرًا, ظهرًا, ليلاً",4,احترافي
ID_10931,تركي العنبر,34,ذكر,متوسط,كرة الطائرة,المدينة,الخالدية,"الأربعاء, الثلاثاء, الخميس, الاثنين","صباحًا, مساءً, عصرًا",5,تنافسي
ID_10932,شهد الحربي,32,ذكر,مبتدئ,سلة,أبها,السروات,"الخميس, الأربعاء","ليلاً, مساءً",4,احترافي
ID_10933,خالد الدوسري,35,أنثى,مبتدئ,سلة,المدينة,الدويمة,"الجمعة, الثلاثاء",ظهرًا,3,تنافسي
ID_10934,ماجد الهاجري,18,ذكر,مبتدئ,كرة القدم,الخبر,الخبر الشمالية,"الخميس, الأربعاء",ليلاً,4,تنافسي
ID_10935,ماجد الخثعمي,29,ذكر,مبتدئ,تنس طاولة,أبها,الخالدية,"الجمعة, الثلاثاء, الخميس","صباحًا, ليلاً, عصرًا",1,ودي
ID_10936,سعيد العسيري,24,أنثى,محترف,كرة الطائرة,جدة,الفيصلية,"الأحد, السبت, الأربعاء, الجمعة","عصرًا, صباحًا",2,احترافي
ID_10937,رزان الشمري,30,أنثى,محترف,بادل,الخبر,الخزامى,الثلاثاء,"ليلاً, ظهرًا, عصرًا",1,تنافسي
ID_10938,شهد العنزي,24,أنثى,متقدم,كرة الطائرة,جدة,الصفا,الاثنين,عصرًا,1,ودي
ID_10939,نورة العنبر,33,أنثى,مبتدئ,بادل,المدينة,العزيزية,"الأحد, الجمعة, الاثنين, الخميس","ظهرًا, ليلاً, عصرًا",1,ودي
ID_10940,جمال السبيعي,26,ذكر,مبتدئ,سكواش,بريدة,الريان,الاثنين,"مساءً, عصرًا",2,تنافسي
ID_10941,شهد العنزي,27,ذكر,محترف,كرة القدم,بريدة,الريان,"الأربعاء, الأحد, الاثنين","صباحًا, مساءً, ظهرًا",1,ودي
ID_10942,ياسر الشمري,19,ذكر,محترف,تنس,تبوك,النهضة,"الأربعاء, الجمعة, الخميس","ليلاً, صباحًا",4,احترافي
ID_10943,نورة الشمري,44,أنثى,متقدم,تنس طاولة,الدمام,الريان,"الجمعة, السبت, الأربعاء","صباحًا, عصرًا, ظهرًا",1,تنافسي
ID_10944,نورة العنزي,26,أنثى,متقدم,سكواش,تبوك,النهضة,"الأحد, الخميس","صباحًا, ظهرًا, ليلاً",3,احترافي
ID_10945,فهد العنبر,33,ذكر,محترف,بادل,تبوك,النهضة,"الجمعة, الخميس, الاثنين",ليلاً,5,تنافسي
ID_10946,سلمان العنزي,25,أنثى,متوسط,سكواش,المدينة,الخالدية,"الاثنين, السبت","ظهرًا, صباحًا, ليلاً",2,ودي
ID_10947,عبدالرحمن الشمراني,28,ذكر,متوسط,بادل,الطائف,قروى,الأحد,"مساءً, صباحًا",3,احترافي
ID_10948,سعيد الغامدي,35,ذكر,متوسط,سكواش,الرياض,العليا,"الثلاثاء, الخميس, الجمعة","ليلاً, مساءً, ظهرًا",1,تنافسي
ID_10949,سعيد المالكي,44,ذكر,مبتدئ,بادل,الرياض,السويدي,"الجمعة, الخميس","صباحًا, عصرًا",2,احترافي
ID_10950,تركي الخثعمي,31,ذكر,مبتدئ,تنس طاولة,مكة,الشوقية,"الأربعاء, الأحد","مساءً, ظهرًا, ليلاً",2,ودي
ID_10951,فاطمة المالكي,36,أنثى,متوسط,تنس,بريدة,الوسيطى,"السبت, الاثنين, الأربعاء","ظهرًا, صباحًا, مساءً",5,ودي
ID_10952,علي الشمري,38,أنثى,مبتدئ,تنس,تبوك,الشمال,الأحد,"ظهرًا, ليلاً, صباحًا",4,تنافسي
ID_10953,حسن العنزي,31,ذكر,متوسط,كرة الطائرة,الطائف,قروى,"الأربعاء, الثلاثاء, الاثنين, الجمعة",عصرًا,4,ودي
ID_10954,سعيد القحطاني,41,أنثى,متوسط,تنس,الخبر,الحزام الذهبي,"الثلاثاء, الأحد, الاثنين, الخميس","ظهرًا, ليلاً, عصرًا",3,احترافي
ID_10955,عبدالرحمن العنزي,20,ذكر,مبتدئ,تنس,مكة,الزاهر,"السبت, الاثنين, الجمعة, الأربعاء","عصرًا, صباحًا",5,احترافي
ID_10956,عبدالله العتيبي,33,ذكر,متوسط,كرة الطائرة,الدمام,النخيل,الثلاثاء,عصرًا,2,تنافسي
ID_10957,لولوة العسيري,20,ذكر,متقدم,كرة القدم,أبها,المروج,"الأحد, الاثنين, الأربعاء, السبت",مساءً,1,احترافي
ID_10958,طارق السبيعي,24,ذكر,مبتدئ,سكواش,تبوك,الورود,"الأحد, الجمعة, الاثنين",صباحًا,4,ودي
ID_10959,هند القحطاني,23,أنثى,متقدم,تنس طاولة,بريدة,الرابية,"الجمعة, الأحد, الثلاثاء","ليلاً, ظهرًا, مساءً",3,ودي
ID_10960,عبدالله الغامدي,31,ذكر,محترف,بادل,الخبر,الخبر الشمالية,الجمعة,"ظهرًا, ليلاً, مساءً",3,تنافسي
ID_10961,راكان الغامدي,22,ذكر,متوسط,تنس,تبوك,الفيصلية,"السبت, الخميس, الأربعاء",صباحًا,2,احترافي
ID_10962,عبدالله القحطاني,38,أنثى,مبتدئ,كرة الطائرة,بريدة,الرابية,الاثنين,صباحًا,1,ودي
ID_10963,علي الغامدي,42,أنثى,مبتدئ,كرة القدم,أبها,النميص,"الاثنين, السبت, الخميس, الجمعة","ظهرًا, مساءً",1,ودي
ID_10964,شهد الشمري,34,ذكر,متوسط,سكواش,تبوك,الورود,الأحد,"ليلاً, مساءً",4,ودي
ID_10965,حسن الهاجري,23,ذكر,مبتدئ,كرة الطائرة,أبها,المروج,"الأحد, الخميس, الجمعة, الاثنين","مساءً, ظهرًا, صباحًا",1,تنافسي
ID_10966,نايف القرشي,25,ذكر,متوسط,سكواش,بريدة,الوسيطى,"الخميس, السبت, الجمعة","ظهرًا, مساءً",2,احترافي
ID_10967,جمال المالكي,39,أنثى,متقدم,كرة الطائرة,مكة,العوالي,"الأحد, الخميس","مساءً, عصرًا, صباحًا",3,احترافي
ID_10968,سعيد المالكي,43,أنثى,محترف,تنس طاولة,تبوك,الشمال,"السبت, الثلاثاء, الأربعاء, الاثنين",ظهرًا,2,ودي
ID_10969,محمد العتيبي,34,أنثى,مبتدئ,تنس,المدينة,العزيزية,"الخميس, الأربعاء, الأحد","ليلاً, صباحًا, ظهرًا",5,تنافسي
ID_10970,جمال المالكي,42,ذكر,متوسط,كرة الطائرة,الرياض,الملز,الثلاثاء,صباحًا,5,ودي
ID_10971,سعيد الحربي,24,ذكر,متوسط,تنس طاولة,مكة,الشوقية,"الخميس, الأربعاء, الجمعة",عصرًا,3,ودي
ID_10972,جواهر الهاجري,20,ذكر,مبتدئ,كرة الطائرة,المدينة,الدويمة,السبت,"صباحًا, مساءً",5,ودي
ID_10973,سعيد الشمراني,43,أنثى,محترف,سلة,الدمام,الريان,الأربعاء,"عصرًا, مساءً, ليلاً",5,ودي
ID_10974,ريم الشمراني,32,ذكر,متقدم,كرة القدم,مكة,الشوقية,"الثلاثاء, الجمعة, الخميس, الأربعاء","ليلاً, مساءً, صباحًا",2,احترافي
ID_10975,ناصر الغامدي,29,أنثى,متقدم,كرة القدم,أبها,الخالدية,"الثلاثاء, الأحد, الاثنين, السبت","صباحًا, ليلاً, عصرًا",5,احترافي
ID_10976,لولوة الشمراني,39,ذكر,محترف,سلة,تبوك,الورود,"الأربعاء, السبت, الثلاثاء, الخميس","ظهرًا, صباحًا",5,ودي
ID_10977,فهد الخثعمي,19,ذكر,متقدم,تنس طاولة,الدمام,النخيل,"الخميس, الثلاثاء, الأحد","ليلاً, عصرًا",5,احترافي
ID_10978,لولوة العسيري,43,ذكر,محترف,كرة الطائرة,الدمام,الريان,"الأربعاء, الأحد, الثلاثاء, الجمعة","ليلاً, عصرًا, صباحًا",2,ودي
ID_10979,محمد الهاجري,22,ذكر,محترف,تنس,الدمام,الجامعيين,"الجمعة, الاثنين, الأربعاء",ظهرًا,2,تنافسي
ID_10980,ناصر الغامدي,35,ذكر,متوسط,تنس طاولة,بريدة,المنتزه,"الاثنين, الأحد","ظهرًا, صباحًا",1,تنافسي
ID_10981,جواهر المالكي,39,أنثى,متوسط,كرة القدم,الطائف,شهار,الأربعاء,"عصرًا, مساءً",3,ودي
ID_10982,خالد المالكي,19,ذكر,مبتدئ,سلة,الخبر,الخزامى,"الثلاثاء, الخميس, الجمعة","عصرًا, مساءً",3,تنافسي
ID_10983,سعيد الشمري,37,ذكر,متقدم,سلة,المدينة,العاقول,"الاثنين, الجمعة, الثلاثاء, الأحد","ظهرًا, مساءً",2,تنافسي
ID_10984,ناصر الهاجري,44,ذكر,محترف,تنس طاولة,الخبر,الخبر الشمالية,الأربعاء,"عصرًا, صباحًا, ليلاً",4,احترافي
ID_10985,لولوة العتيبي,25,أنثى,متوسط,سكواش,الرياض,النخيل,الأربعاء,"ليلاً, صباحًا, عصرًا",5,ودي
ID_10986,نايف المالكي,41,أنثى,محترف,سكواش,الطائف,الوسام,"السبت, الأحد, الخميس","ظهرًا, مساءً, ليلاً",1,تنافسي
ID_10987,سالم القرشي,25,أنثى,متوسط,تنس,المدينة,القصواء,"الجمعة, الثلاثاء, الأحد, السبت","ظهرًا, ليلاً, مساءً",4,احترافي
ID_10988,جمال القرشي,43,ذكر,محترف,تنس,بريدة,المنتزه,"الأحد, الجمعة",عصرًا,5,ودي
ID_10989,سارة القرشي,26,ذكر,مبتدئ,سلة,الخبر,الخبر الشمالية,الأحد,"ظهرًا, مساءً",2,احترافي
ID_10990,سعيد العنبر,34,أنثى,متوسط,تنس طاولة,الدمام,الريان,"الثلاثاء, الجمعة, السبت","عصرًا, صباحًا, ليلاً",4,ودي
ID_10991,سارة العنزي,39,أنثى,متقدم,سلة,المدينة,الخالدية,"الأربعاء, الخميس","ليلاً, ظهرًا, صباحًا",2,تنافسي
ID_10992,ريم الدوسري,43,ذكر,مبتدئ,كرة القدم,الرياض,السويدي,الثلاثاء,"ليلاً, صباحًا",2,تنافسي
ID_10993,أحمد القرشي,32,أنثى,متوسط,بادل,مكة,الزاهر,"الأحد, الأربعاء, الثلاثاء, الجمعة","صباحًا, ليلاً",1,تنافسي
ID_10994,خالد المالكي,18,ذكر,متوسط,سكواش,مكة,العوالي,"الثلاثاء, الخميس, السبت, الأحد","عصرًا, ظهرًا",4,تنافسي
ID_10995,ريم القرشي,22,أنثى,متقدم,بادل,تبوك,العليا,"الثلاثاء, الأحد, الخميس","ليلاً, عصرًا, ظهرًا",3,ودي
ID_10996,مها الدوسري,40,أنثى,مبتدئ,سكواش,الرياض,اليرموك,"الثلاثاء, الخميس, الأربعاء",ليلاً,1,احترافي
ID_10997,لولوة القرشي,36,أنثى,متوسط,بادل,تبوك,الورود,"الاثنين, السبت, الخميس, الثلاثاء","عصرًا, ظهرًا",5,احترافي
ID_10998,أحمد الحربي,19,أنثى,محترف,سلة,جدة,الحمراء,"الاثنين, الجمعة, الأحد","عصرًا, صباحًا, مساءً",4,ودي
ID_10999,فهد القرشي,34,أنثى,متقدم,كرة القدم,المدينة,العزيزية,"الأحد, الخميس",ليلاً,3,احترافي
ID_11000,ناصر العسيري,20,ذكر,مبتدئ,سكواش,الخبر,الخبر الشمالية,الثلاثاء,"ظهرًا, ليلاً, عصرًا",4,تنافسي
ID_11001,مها العتيبي,43,أنثى,مبتدئ,كرة الطائرة,جدة,الفيصلية,"الخميس, الأربعاء, الأحد, الاثنين",ليلاً,4,ودي
ID_11002,سالم الشمراني,33,أنثى,مبتدئ,كرة القدم,الرياض,السويدي,الأربعاء,"ظهرًا, صباحًا",4,تنافسي
ID_11003,فهد العنبر,38,ذكر,متقدم,سكواش,الرياض,اليرموك,"الأربعاء, الجمعة, الثلاثاء, الأحد","ليلاً, عصرًا, صباحًا",3,احترافي
ID_11004,سالم القحطاني,37,ذكر,متوسط,بادل,أبها,الخالدية,"الجمعة, السبت, الخميس, الاثنين","ظهرًا, مساءً",5,احترافي
ID_11005,سعيد الدوسري,28,أنثى,متوسط,تنس طاولة,الخبر,العقربية,"السبت, الأربعاء",عصرًا,5,ودي
ID_11006,طارق القحطاني,31,أنثى,متقدم,سكواش,أبها,المروج,الثلاثاء,ظهرًا,1,ودي
ID_11007,نورة المالكي,28,ذكر,متقدم,بادل,أبها,السروات,"الأحد, الأربعاء, السبت","عصرًا, مساءً",4,ودي
ID_11008,فهد الشمري,32,أنثى,مبتدئ,بادل,الرياض,الملز,"الخميس, السبت, الأربعاء","عصرًا, ليلاً",3,تنافسي
ID_11009,مها القحطاني,38,ذكر,متوسط,كرة الطائرة,جدة,النسيم,"الثلاثاء, الخميس","عصرًا, مساءً",2,تنافسي
ID_11010,عبدالرحمن القرشي,33,أنثى,محترف,تنس,بريدة,الرابية,"السبت, الاثنين","ليلاً, ظهرًا, صباحًا",3,احترافي
ID_11011,فهد العتيبي,24,ذكر,متوسط,تنس,جدة,السلامة,"الأحد, الثلاثاء",عصرًا,5,ودي
ID_11012,فاطمة المالكي,36,ذكر,متوسط,كرة الطائرة,الخبر,الدوحة,"الثلاثاء, الأحد","مساءً, صباحًا, عصرًا",3,احترافي
ID_11013,عبدالله الخثعمي,26,ذكر,متقدم,تنس,أبها,النميص,"السبت, الثلاثاء","مساءً, ظهرًا",2,تنافسي
ID_11014,طارق الدوسري,35,ذكر,مبتدئ,سكواش,مكة,العوالي,الأربعاء,عصرًا,3,تنافسي
ID_11015,لولوة السبيعي,20,ذكر,متوسط,كرة الطائرة,الدمام,الشاطئ,"الثلاثاء, السبت, الاثنين, الأحد",ظهرًا,3,تنافسي
ID_11016,عبدالله الحربي,26,أنثى,متوسط,سلة,أبها,الخالدية,"الجمعة, الثلاثاء, الأربعاء, الأحد","صباحًا, ليلاً",2,احترافي
ID_11017,محمد القرشي,33,أنثى,محترف,سكواش,المدينة,العزيزية,"الأربعاء, الخميس, الاثنين",ليلاً,1,ودي
ID_11018,فهد العنزي,36,ذكر,مبتدئ,كرة القدم,تبوك,النهضة,"السبت, الاثنين, الخميس","مساءً, صباحًا, ظهرًا",3,ودي
ID_11019,جمال الشمراني,19,ذكر,محترف,كرة القدم,جدة,الحمراء,الثلاثاء,"ظهرًا, مساءً, عصرًا",4,ودي
ID_11020,جواهر الخثعمي,18,أنثى,متقدم,بادل,مكة,الكعكية,"الثلاثاء, الأربعاء","صباحًا, عصرًا, ليلاً",1,تنافسي
ID_11021,شهد العتيبي,28,ذكر,محترف,سلة,المدينة,العاقول,"الثلاثاء, الجمعة, الاثنين",عصرًا,4,تنافسي
ID_11022,محمد القرشي,34,ذكر,متقدم,كرة الطائرة,مكة,الكعكية,"الخميس, الأحد","ظهرًا, ليلاً, صباحًا",1,تنافسي
ID_11023,أحمد الحربي,43,ذكر,متقدم,سلة,مكة,الشوقية,"الخميس, الثلاثاء, السبت, الأحد","مساءً, ظهرًا",4,احترافي
ID_11024,عبدالرحمن العتيبي,40,ذكر,مبتدئ,تنس,الخبر,الدوحة,الأربعاء,"صباحًا, ظهرًا",1,احترافي
ID_11025,سلمان العنزي,20,ذكر,محترف,تنس,الرياض,السويدي,"الأربعاء, الثلاثاء","ليلاً, مساءً, ظهرًا",3,ودي
ID_11026,نايف الحربي,28,ذكر,متقدم,سلة,أبها,المروج,"الجمعة, الثلاثاء, الاثنين, الأربعاء",صباحًا,5,ودي
ID_11027,نايف القرشي,29,أنثى,متوسط,كرة الطائرة,الدمام,الجامعيين,"السبت, الأربعاء","ظهرًا, مساءً",4,تنافسي
ID_11028,فاطمة القحطاني,27,ذكر,محترف,كرة الطائرة,بريدة,الريان,"الأربعاء, الأحد",ليلاً,1,تنافسي
ID_11029,ريم الهاجري,24,أنثى,متقدم,كرة القدم,الدمام,الخليج,"الخميس, الثلاثاء",مساءً,3,احترافي
ID_11030,فهد العنبر,36,أنثى,محترف,بادل,الطائف,النسيم,"الجمعة, الأحد, الخميس, الاثنين","مساءً, عصرًا, ليلاً",4,احترافي
ID_11031,تركي القحطاني,20,ذكر,مبتدئ,سلة,بريدة,المنتزه,"الاثنين, الأحد, الخميس, الجمعة","مساءً, ليلاً",3,احترافي
ID_11032,سلمان العنبر,36,ذكر,متوسط,بادل,الخبر,الدوحة,"الثلاثاء, الاثنين","مساءً, صباحًا",3,ودي
ID_11033,عبدالرحمن العنبر,44,ذكر,محترف,تنس,أبها,النميص,"الجمعة, الثلاثاء, الاثنين","ظهرًا, مساءً, صباحًا",4,تنافسي
ID_11034,راكان العنبر,40,أنثى,مبتدئ,تنس طاولة,الطائف,شهار,"الأحد, الثلاثاء, السبت","مساءً, صباحًا",2,تنافسي
ID_11035,ماجد الخثعمي,18,أنثى,مبتدئ,سكواش,أبها,السروات,"الاثنين, الأحد","مساءً, عصرًا",1,احترافي
ID_11036,نورة المالكي,18,أنثى,مبتدئ,تنس طاولة,تبوك,النهضة,"السبت, الخميس, الأربعاء",مساءً,5,ودي
ID_11037,ياسر المالكي,19,ذكر,مبتدئ,بادل,الطائف,شهار,"الجمعة, الخميس, الاثنين, الأربعاء",ظهرًا,4,ودي
ID_11038,طارق العنبر,34,ذكر,متوسط,كرة الطائرة,الرياض,السويدي,"الاثنين, الخميس, السبت","ظهرًا, صباحًا",2,ودي
ID_11039,خالد الشمري,35,أنثى,متقدم,كرة القدم,جدة,السلامة,الثلاثاء,"ليلاً, ظهرًا",3,احترافي
ID_11040,خالد العنزي,42,أنثى,متوسط,تنس طاولة,بريدة,النهضة,"الثلاثاء, الجمعة, الخميس, الأربعاء","عصرًا, صباحًا",5,ودي
ID_11041,ماجد الخثعمي,33,أنثى,متقدم,كرة الطائرة,الرياض,الملز,"الأحد, الثلاثاء, الاثنين, الخميس","صباحًا, مساءً",4,تنافسي
ID_11042,ناصر المالكي,31,ذكر,متقدم,بادل,المدينة,الخالدية,"الاثنين, الأحد","مساءً, ليلاً, عصرًا",5,احترافي
ID_11043,جواهر العنبر,18,أنثى,متوسط,بادل,الرياض,الملز,"الأربعاء, الثلاثاء","صباحًا, ليلاً, عصرًا",4,احترافي
ID_11044,بدر الحربي,25,ذكر,مبتدئ,سكواش,تبوك,العليا,"الأحد, الجمعة, الاثنين","ليلاً, مساءً, عصرًا",2,ودي
ID_11045,أحمد الشمري,31,أنثى,مبتدئ,كرة الطائرة,الدمام,الشاطئ,"الخميس, الأربعاء","صباحًا, ظهرًا",5,تنافسي
ID_11046,جواهر العسيري,40,ذكر,متوسط,سكواش,الطائف,شهار,الأربعاء,"صباحًا, ظهرًا",1,ودي
ID_11047,جواهر العتيبي,26,أنثى,محترف,سلة,جدة,النسيم,"الجمعة, السبت",عصرًا,3,تنافسي
ID_11048,بدر العنزي,23,ذكر,متوسط,كرة الطائرة,الرياض,الملز,"الأربعاء, الجمعة, الثلاثاء",عصرًا,5,احترافي
ID_11049,سالم الدوسري,44,أنثى,مبتدئ,كرة الطائرة,الخبر,الخزامى,"السبت, الأربعاء, الأحد",ليلاً,4,تنافسي
ID_11050,عبدالله القحطاني,22,ذكر,محترف,تنس,الخبر,الخبر الشمالية,"الخميس, الجمعة",ظهرًا,4,ودي
ID_11051,سالم الحربي,38,أنثى,متوسط,سكواش,الرياض,اليرموك,"الثلاثاء, الخميس",عصرًا,3,ودي
ID_11052,فهد المالكي,36,أنثى,متوسط,سلة,الرياض,السويدي,"الجمعة, الثلاثاء, الخميس, الاثنين","ليلاً, مساءً",1,احترافي
ID_11053,ريم السبيعي,42,أنثى,محترف,سكواش,المدينة,الخالدية,الأحد,"ليلاً, صباحًا, ظهرًا",4,احترافي
ID_11054,سعيد الخثعمي,34,أنثى,متقدم,تنس,أبها,المروج,الثلاثاء,عصرًا,1,تنافسي
ID_11055,جمال الحربي,37,ذكر,مبتدئ,تنس,الطائف,قروى,"الاثنين, الأحد, السبت, الأربعاء",ظهرًا,1,تنافسي
ID_11056,علي السبيعي,35,ذكر,متقدم,سكواش,بريدة,الوسيطى,"الخميس, الثلاثاء, الاثنين","عصرًا, صباحًا, ليلاً",5,احترافي
ID_11057,هند العسيري,22,أنثى,محترف,تنس طاولة,الرياض,النخيل,الأحد,"ظهرًا, عصرًا",4,احترافي
ID_11058,طارق الشمري,20,ذكر,متقدم,تنس طاولة,الرياض,السويدي,الاثنين,"صباحًا, مساءً, ليلاً",4,احترافي
ID_11059,حسن الشمري,30,ذكر,مبتدئ,تنس طاولة,الخبر,الخزامى,"الخميس, الثلاثاء, الاثنين, الأربعاء","مساءً, ظهرًا, ليلاً",2,احترافي
ID_11060,فاطمة الخثعمي,37,ذكر,مبتدئ,كرة القدم,الرياض,السويدي,"السبت, الجمعة, الثلاثاء, الأربعاء","عصرًا, ليلاً, صباحًا",5,تنافسي
ID_11061,بدر الشمراني,21,ذكر,محترف,سكواش,مكة,بطحاء قريش,الخميس,"عصرًا, صباحًا",4,احترافي
ID_11062,عبدالله الخثعمي,39,أنثى,محترف,كرة الطائرة,تبوك,الشمال,"الجمعة, الاثنين","ظهرًا, صباحًا",1,ودي
ID_11063,سعيد الشمراني,39,ذكر,متوسط,سلة,أبها,الضباب,"الخميس, الأربعاء",ليلاً,1,احترافي
ID_11064,ريم السبيعي,43,ذكر,محترف,كرة القدم,المدينة,العاقول,"الأحد, الخميس","ظهرًا, مساءً, صباحًا",4,احترافي
ID_11065,علي القحطاني,29,ذكر,مبتدئ,سلة,الدمام,النخيل,"الثلاثاء, السبت, الاثنين","صباحًا, عصرًا",3,احترافي
ID_11066,طارق القرشي,37,ذكر,محترف,كرة القدم,أبها,السروات,"الثلاثاء, الأحد, الجمعة",ليلاً,5,احترافي
ID_11067,حسن الدوسري,35,ذكر,متوسط,سلة,الرياض,الملز,"الاثنين, السبت, الجمعة",ظهرًا,3,ودي
ID_11068,أحمد العسيري,36,ذكر,محترف,بادل,مكة,العوالي,"الأحد, الجمعة, الثلاثاء, الخميس",مساءً,5,احترافي
ID_11069,عبدالله السبيعي,39,أنثى,مبتدئ,سلة,الطائف,الوسام,"الأحد, الجمعة, الخميس",عصرًا,5,ودي
ID_11070,ريم السبيعي,20,ذكر,محترف,سلة,تبوك,الشمال,الاثنين,عصرًا,2,ودي
ID_11071,طارق الغامدي,26,أنثى,متقدم,تنس طاولة,الخبر,الدوحة,الاثنين,"مساءً, صباحًا, ليلاً",3,تنافسي
ID_11072,محمد العتيبي,24,ذكر,متقدم,سلة,الطائف,الوسام,"الجمعة, السبت",عصرًا,2,تنافسي
ID_11073,بدر القرشي,41,ذكر,متوسط,كرة القدم,المدينة,الخالدية,"الاثنين, الأحد, الجمعة, الثلاثاء","صباحًا, ظهرًا",1,احترافي
ID_11074,علي العنزي,43,أنثى,متوسط,كرة الطائرة,المدينة,الدويمة,"السبت, الاثنين","مساءً, صباحًا, عصرًا",2,تنافسي
ID_11075,ماجد الهاجري,40,ذكر,محترف,كرة القدم,جدة,الصفا,"الثلاثاء, السبت, الأحد, الأربعاء","عصرًا, ظهرًا",3,تنافسي
ID_11076,تركي العنزي,32,أنثى,مبتدئ,سكواش,الرياض,الملز,"الأحد, السبت, الخميس, الجمعة",مساءً,4,ودي
ID_11077,سلمان السبيعي,41,ذكر,مبتدئ,تنس,مكة,الزاهر,"الجمعة, الأربعاء",عصرًا,5,احترافي
ID_11078,شهد العنبر,42,أنثى,متوسط,كرة الطائرة,بريدة,النهضة,"الثلاثاء, الخميس, الاثنين","صباحًا, ظهرًا, ليلاً",2,تنافسي
ID_11079,ماجد العنزي,21,ذكر,محترف,كرة الطائرة,الرياض,النخيل,"الخميس, الجمعة","مساءً, صباحًا, ظهرًا",2,ودي
ID_11080,لولوة الغامدي,27,أنثى,متقدم,تنس,الدمام,الشاطئ,"الجمعة, الأربعاء, الثلاثاء, الأحد","مساءً, ليلاً",3,ودي
